question,gold_answer,KG answer,taxonomy_label,sparql,confidence,source
"of all African nations, where does DR Congo's military size rank","['Algeria', 'Egypt', 'Nigeria', 'Eritrea', 'Democratic Republic of the Congo', 'Morocco', 'South Sudan', 'Ethiopia', 'Sudan', 'Angola', 'Tunisia', 'South Africa', 'Guinea', 'Kenya', 'Uganda', 'Somalia', 'Cameroon', 'Sudan', 'Mali', 'Chad', 'Rwanda', 'Libya', 'Mauritania', 'Burundi', 'Zimbabwe', 'Tanzania', 'Malawi', 'Niger', 'Ivory Coast', 'Zimbabwe', 'Botswana', 'Djibouti', 'Burundi', 'Sudan', 'Senegal', 'Ghana', 'Zambia', 'Madagascar', 'Namibia', 'Sierra Leone', 'Burkina Faso', 'Mozambique', 'Republic of Congo', 'Central African Republic', 'Togo', 'Madagascar', 'Mauritania', 'Gabon', 'Mali', 'Benin', 'The Gambia', 'Guinea-Bissau', 'Eswatini', 'Equatorial Guinea', 'Mauritius', 'Lesotho', 'Liberia', 'Cape Verde', 'Comoros', 'Seychelles', 'São Tomé and Príncipe']",1,Different answer,"SELECT(COUNT(?larger) + 1 AS ?rank) WHERE {
  wd:Q974 wdt:P2171 ?drcSize .
  ?larger wdt:P2171 ?largerSize ; wdt:P31 wd:Q6256 ; wdt:P30 wd:Q15 .
  FILTER(?larger != wd:Q974)
  FILTER(xsd:integer(?largerSize) > xsd:integer(?drcSize))
  FILTER(ISNUMERIC(xsd:integer(?largerSize)))
  FILTER(ISNUMERIC(xsd:integer(?drcSize)))
}",0.0724940150976181,ComplexQA/Monaco_time_complex/00029.json
which country has the smallest population in europe,Vatican City,Vatican City|882.0,Higher accuracy in KG than in Table,"SELECT ?country ?countryLabel ?population WHERE {
  ?country wdt:P31 wd:Q3624078 .
  ?country wdt:P30 wd:Q46 .
  ?country wdt:P1082 ?population .
  FILTER(?population > 0)
  .
  ?country rdfs:label ?countryLabel .
  FILTER(LANG(?countryLabel) = 'en')
}
ORDER BY ASC(?population)
LIMIT 1",0.7047403282238937,SimpleQA/NQ_table_test_simple/00440.json
How many songs were on the album Pieces of You by Jewel,14,0,Different answer,"SELECT(COUNT(?track) AS ?count) WHERE {
  wd:Q1814801 wdt:P658 ?track .
}",major,ComplexQA/CompMix_table_complex/00258.json
Who is the current head coach of Chicago Fire?,Ezra Hendrickson,Gregg Berhalter|Gregg Berhalter (lang:en),Different answer,"SELECT ?coach ?coachLabel WHERE {
  wd:Q308683 wdt:P286 ?coach .
  OPTIONAL {
    ?coach rdfs:label ?coachLabel
    FILTER(lang(?coachLabel) = 'en')
    .
  }
}",major,SimpleQA/CompMix_table_simple_qa/00040.json
What is the name of the lake that is beside which Canadian city that had the least amount of residents in the latest year,Lake Ontario,Whitlocks Mill Light,Different answer,"SELECT ?lakeLabel WHERE {
  {
    SELECT ?city WHERE {
      ?city wdt:P17 wd:Q16 .
      ?city wdt:P31 / wdt:P279 * wd:Q515 .
      ?city p:P1082 ?popStmt .
      ?popStmt ps:P1082 ?population ; pq:P585 ?time .
      FILTER(isNumeric(?population))
      {
        SELECT ?city(MAX(?time) AS ?latestTime) WHERE {
          ?city p:P1082 ?stmt .
          ?stmt pq:P585 ?time .
          FILTER(datatype(?time) = xsd:dateTime)
        }
        GROUP BY ?city
      }
      FILTER(?time = ?latestTime)
    }
    ORDER BY xsd:integer(?population)
    LIMIT 1
  }
  ?city wdt:P625 ?cityCoord .
  ?lake wdt:P31 wd:Q39715 ; wdt:P625 ?lakeCoord .
  ?lake rdfs:label ?lakeLabel .
  FILTER(lang(?lakeLabel) = 'en')
  FILTER(geof:distance(?cityCoord , ?lakeCoord) < 200000)
}
ORDER BY geof:distance(?cityCoord , ?lakeCoord)
LIMIT 1",0.07242604345083237,ComplexQA/OTT_QA_dev_complex/00337.json
what is the biggest town in west virginia,Charleston,Charleston|48864.0,Higher accuracy in KG than in Table,"SELECT ?city ?population WHERE {
  wd:Q1371 wdt:P36 ?city .
  ?city wdt:P1082 ?population .
}
ORDER BY DESC(?population)
LIMIT 1",0.6987675349665852,SimpleQA/NQ_table_test_simple/00756.json
How many states are served by the Air-rail alliance train company that stops at the first major airport in the New York metropolitan area,46,0,Different answer,"SELECT(COUNT(DISTINCT ?state) AS ?count) WHERE {
  wd:Q678233 wdt:P5325 ?station .
  ?station wdt:P131 + ?state .
  ?state wdt:P31 wd:Q35657 .
}",major,ComplexQA/OTT_QA_dev_complex/00390.json
Who is the main character in the film Shawshank Redemption?,Tim Robbins,Andy Dufresne,Different answer,"SELECT ?character WHERE {
  ?character wdt:P1441 wd:Q172241 .
  ?character wdt:P31 ?type .
  VALUES ?type {
    wd:Q5 wd:Q15773347
  }
}",major,SimpleQA/CompMix_table_simple_qa/00028.json
This question is about a 2016 song called `` Start Again '' that is unrelated to the 2016 film/series `` Start Again '' that Go Woo-ri starred in .,Kylie Minogue,You Can't Make a Silk Purse Out of a Sow's Ear: Time to Start Again with MCI Triage,Different answer,"SELECT ?song ?label WHERE {
  ?song wdt:P31 / wdt:P279 * wd:Q386724 .
  ?song wdt:P577 ?date .
  FILTER(YEAR(?date) = 2016)
  .
  ?song rdfs:label ?label .
  FILTER(LANG(?label) = 'en')
  .
  FILTER(CONTAINS(LCASE(?label) , ""start again""))
}",0.06048358976840973,ComplexQA/OTT_QA_dev_complex/00018.json
who sings the songs in crazy ex girlfriend,Rachel Bloom,Skylar Astin|Scott Michael Foster|Rachel Bloom,Higher accuracy in KG than in Table,"SELECT ?singer ?label WHERE {
  wd:Q19863017 wdt:P161 ?singer .
  ?singer wdt:P106 ?occupation .
  ?occupation rdfs:label ?occLabel .
  ?singer rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  FILTER(LANG(?occLabel) = ""en"")
  FILTER(REGEX(?occLabel , ""singer"" , ""i""))
}",0.6943803911019814,SimpleQA/NQ_table_test_simple/00641.json
How many teams were there in the 2021-2022 season of the Scottish Cup,113,42.0,Different answer,"SELECT ?count WHERE {
  wd:Q308822 wdt:P1132 ?count .
}",major,ComplexQA/CompMix_table_complex/00185.json
Who is the spouse of Rudyard Kipling?,Caroline Starr Balestier Kipling,Caroline Starr Balestier,Higher accuracy in Table than in KG,"SELECT ?spouse WHERE {
  wd:Q34743 wdt:P26 ?spouse
}",major,SimpleQA/CompMix_table_simple_qa/00235.json
What was Black Eyed Peas' debut album after being signed by Interscope Records,Behind the Front,Fallin' Up/¿Que Dices?,Different answer,"SELECT ?album ?albumLabel WHERE {
  ?album wdt:P175 wd:Q134541 ; wdt:P264 wd:Q231694 ; wdt:P577 ?date .
  OPTIONAL {
    ?album rdfs:label ?albumLabel
    FILTER(lang(?albumLabel) = ""en"")
    .
  }
}
ORDER BY ASC(?date)
LIMIT 1",0.05859629809856415,ComplexQA/CompMix_table_complex/00146.json
where is the citrus bowl held this year,Camping World Stadium,Camping World Stadium|Orlando|Orange County,Higher accuracy in KG than in Table,"SELECT ?venue ?cityLabel ?stateLabel WHERE {
  wd:Q199359 wdt:P131 ?city .
  ?city rdfs:label ?cityLabel .
  FILTER(LANG(?cityLabel) = 'en')
  .
  ?city wdt:P131 ?state .
  ?state rdfs:label ?stateLabel .
  FILTER(LANG(?stateLabel) = 'en')
  .
  wd:Q199359 rdfs:label ?venueLabel .
  FILTER(LANG(?venueLabel) = 'en')
  .
  BIND(""Camping World Stadium"" AS ?venue)
}",0.6942859427809721,SimpleQA/NQ_table_test_simple/00963.json
How many terms were served that were by the party with members in the Rajya Sabha from Maharashtra since 1952 once led by Ghandi,10,0,Different answer,"SELECT(COUNT(DISTINCT ?term) AS ?count) WHERE {
  ?term ps:P39 wd:Q17324844 .
  ?term pq:P4100 wd:Q10225 .
  ?term pq:P768 wd:Q1363 .
  ?term pq:P580 ?start .
  FILTER(?start >= ""1952-01-01T00:00:00Z"" ^^ xsd:dateTime)
}",major,ComplexQA/OTT_QA_dev_complex/00394.json
Who is the top goal scorer of the football club Borussia Dortmund?,Alfred Preissler,Manfred Burgsmüller|Manfred Burgsmüller (lang:en)|135.0,Different answer,"SELECT ?player ?playerLabel ?goals WHERE {
  ?player p:P54 ?membership .
  ?membership ps:P54 wd:Q41420 .
  ?membership pq:P1351 ?goals .
  ?player rdfs:label ?playerLabel .
  FILTER(lang(?playerLabel) = 'en')
}
ORDER BY DESC(xsd:integer(?goals))
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00220.json
"What was the label of the song I am not a woman, I’m a god",Capitol,"I Am Not a Woman, I'm a God",Different answer,"SELECT ?label WHERE {
  wd:Q108822278 rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}",0.04940655827522278,ComplexQA/CompMix_infobox_complex/00059.json
what is the notable work by the Composer Tan Dun?,The First Emperor,The First Emperor|Marco Polo|Martial Arts Trilogy,Higher accuracy in KG than in Table,"SELECT ?work ?workLabel WHERE {
  wd:Q314176 wdt:P800 ?work .
  OPTIONAL {
    ?work rdfs:label ?workLabel .
    FILTER(LANG(?workLabel) = 'en')
  }
}",0.6885105544360601,SimpleQA/CompMix_table_simple_qa/00027.json
"How many times did Lewis Hamilton achieve pole position at the Canadian Grand Prix in the years 2016 or later, based on the available qualifying results",1,2,Different answer,"SELECT(COUNT(?race) AS ?count) WHERE {
  ?race wdt:P31 wd:Q7965 ; wdt:P585 ?date ; wdt:P3764 wd:Q9673 .
  FILTER(YEAR(?date) >= 2016)
}",major,ComplexQA/Sportsreason_TANQ_complex/00199.json
Who is the youngest player playing for Germany National Football Team?,Kai Havertz,Tom Bischof|2005-06-28T00:00:00Z,Different answer,"SELECT ?player ?birthDate WHERE {
  ?player wdt:P54 wd:Q43310 .
  ?player wdt:P569 ?birthDate .
}
ORDER BY DESC(?birthDate)
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00101.json
The Sport Australia Media Awards Best Coverage of Sport for People with a Disability Journalist for the year 2011 is commonly known as what,Channel 10,Sporting Wheelies and Disabled Association,Different answer,"SELECT ?awardLabel WHERE {
  wd:Q7579596 rdfs:label ?awardLabel .
  FILTER(LANG(?awardLabel) = 'en')
}
LIMIT 1",0.007183568552136421,ComplexQA/OTT_QA_dev_complex/00367.json
Who is the director of the film Encanto?,Jared Bush,Byron Howard|Jared Bush|Charise Castro Smith,Higher accuracy in KG than in Table,"SELECT ?director WHERE {
  wd:Q103372692 wdt:P57 ?director .
}",0.6846251487359827,SimpleQA/CompMix_table_simple_qa/00088.json
How many titles has Bethlehem Steel won in the US Open Cup,5,4,Different answer,"SELECT(COUNT(*) AS ?count) WHERE {
  ?season wdt:P1346 wd:Q620722 .
  ?season rdfs:label ?label .
  FILTER(CONTAINS(LCASE(?label) , ""national challenge cup"") && LANG(?label) = ""en"")
}",major,ComplexQA/CompMix_table_complex/00234.json
Who major event Shakira?,"The Sun Comes Out World Tour, Tour of the Mongoose, Tour Anfibio","The Sun Comes Out World Tour|The Sun Comes Out World Tour (lang:en)
Tour Anfibio|Tour Anfibio (lang:en)
Oral Fixation Tour|Oral Fixation Tour (lang:en)
Tour Pies Descalzos|Tour Pies Descalzos (lang:en)
parturition|childbirth (lang:en)
Tour of the Mongoose|Tour of the Mongoose (lang:en)",Higher accuracy in KG than in Table,"SELECT ?event ?eventLabel WHERE {
  wd:Q34424 wdt:P793 ?event .
  ?event rdfs:label ?eventLabel .
  FILTER(LANG(?eventLabel) = 'en')
}
LIMIT 10",major,SimpleQA/CompMix_table_simple_qa/00200.json
In what year is the Most Recent Win for the VFL/AFL team ( with most pre-season cup wins between 1988–2013 ) nicknamed `` The Cats ``,2009,2011,Different answer,"SELECT ?year WHERE {
  ?competition wdt:P1346 wd:Q958369 .
  ?competition wdt:P585 ?date .
  BIND(YEAR(?date) AS ?year)
  FILTER(?year >= 1988 && ?year <= 2013)
}
ORDER BY DESC(?year)
LIMIT 1",0.0,ComplexQA/OTT_QA_dev_complex/00220.json
director of the film Encanto?,Jared Bush,Byron Howard|Jared Bush|Charise Castro Smith,Higher accuracy in KG than in Table,"SELECT ?director ?directorLabel WHERE {
  wd:Q103372692 wdt:P57 ?director .
  ?director rdfs:label ?directorLabel .
  FILTER(LANG(?directorLabel) = 'en')
}",0.6846251487359827,SimpleQA/CompMix_table_simple_qa/00152.json
How many titles has Chicago Fire FC won in the US Open Cup,4,0,Different answer,"SELECT(COUNT(*) AS ?count) WHERE {
  ?cupEdition wdt:P1346 wd:Q308683 .
  ?cupEdition rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  .
  FILTER REGEX(?label , ""US Open Cup"" , ""i"")
}",major,ComplexQA/CompMix_table_complex/00173.json
Who owns the club Paris Saint-Germain F.C.?,Tamim bin Hamad Al Thani,Qatar Sports Investments,Different answer,"SELECT ?owner WHERE {
  wd:Q483020 wdt:P127 ?owner
}",major,SimpleQA/CompMix_table_simple_qa/00323.json
In what year was Megan Rapinoe named one of Time Magazine's 100 most influential people,2020,2022,Different answer,"SELECT ?year WHERE {
  wd:Q260725 p:P166 ?stmt .
  ?stmt ps:P166 wd:Q604370 ; pq:P585 ?date .
  BIND(YEAR(?date) AS ?year)
}",0.0,ComplexQA/CompMix_infobox_complex/00066.json
Which is the final movie of the The Terminator series?,Terminator: Dark Fate,Terminator: Dark Fate|2019-11-01T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?film ?filmLabel ?publicationDate WHERE {
  ?film rdfs:label ?label
  FILTER(LANG(?label) = 'en' && CONTAINS(?label , 'Terminator'))
  .
  ?film wdt:P31 wd:Q11424 .
  ?film rdfs:label ?filmLabel
  FILTER(LANG(?filmLabel) = 'en')
  .
  OPTIONAL {
    ?film wdt:P577 ?publicationDate
  }
  .
}
ORDER BY DESC(?publicationDate)
LIMIT 1",0.6795724274779916,SimpleQA/CompMix_table_simple_qa/00315.json
How many total awards did How I Met Your Mother eventually win through its full time on,21,7,Different answer,"SELECT(COUNT(?award) AS ?totalAwards) WHERE {
  wd:Q147235 wdt:P166 ?award .
}",major,ComplexQA/CompMix_infobox_complex/00028.json
Who played the character of Krishna of Goloka in RadhaKrishn?,Himanshu Soni,Sumedh Mudgalkar|Sumedh Mudgalkar (lang:en),Different answer,"SELECT ?actor ?actorLabel WHERE {
  wd:Q56485183 wdt:P161 ?actor .
  ?actor rdfs:label ?actorLabel .
  FILTER(LANG(?actorLabel) = ""en"")
}",major,SimpleQA/CompMix_table_simple_qa/00031.json
In which year did the novel The Old Man and the Sea come out,1990,1952,Different answer,"SELECT(YEAR(?date) AS ?year) WHERE {
  wd:Q26505 wdt:P571 ?date .
}
ORDER BY ASC(?date)
LIMIT 1",0.0,ComplexQA/CompMix_table_complex/00132.json
songs on 4 your eyez only j cole,For Whom the Bell Tolls | Immortal | Deja Vu | Ville Mentality | She's Mine Pt. 1 | Change | Neighbors | Foldin Clothes | She's Mine Pt. 2 | 4 Your Eyez Only,Deja Vu|Change|Immortal|For Whom the Bell Tolls,Higher accuracy in Table than in KG,"SELECT ?track ?trackLabel WHERE {
  ?track wdt:P361 wd:Q27981679 .
  ?track rdfs:label ?trackLabel .
  FILTER(LANG(?trackLabel) = ""en"")
}",0.6794369135058264,SimpleQA/NQ_table_test_simple/00558.json
How many total games were played across the National League Championship Series competitions that featured both the Los Angeles Dodgers and the Philadelphia Phillies,18,0,Different answer,"SELECT(SUM(xsd:integer(?gamesAmount)) AS ?totalGames) WHERE {
  ?edition wdt:P179 wd:Q1363275 .
  {
    ?edition wdt:P1345 wd:Q650840 ; wdt:P1346 wd:Q334634 ; p:P482 / psv:P482 ?gamesNode .
  } UNION {
    ?edition wdt:P1345 wd:Q334634 ; wdt:P1346 wd:Q650840 ; p:P482 / psv:P482 ?gamesNode .
  }
  ?gamesNode wikibase:quantityAmount ?gamesAmount .
}",major,ComplexQA/Sportsreason_TANQ_complex/00158.json
Who played the character of Miyan Maqbool?,Irrfan Khan,Pankaj Kapur|Pankaj Kapur (lang:en),Different answer,"SELECT ?actor ?actorLabel WHERE {
  wd:Q542866 wdt:P161 ?actor .
  ?actor rdfs:label ?actorLabel .
  FILTER(LANG(?actorLabel) = ""en"")
  FILTER(CONTAINS(?actorLabel , ""Pankaj Kapur""))
}
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00160.json
In which year was the dystopian science fiction novel Brave New World written,1931,1932,Different answer,"SELECT(YEAR(?date) AS ?year) WHERE {
  wd:Q191949 wdt:P577 ?date .
}",0.0,ComplexQA/CompMix_table_complex/00147.json
when did cristiano ronaldo go to manchester united,2003,2003-01-01T00:00:00Z|2021-08-27T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?start WHERE {
  wd:Q11571 p:P54 ?membership .
  ?membership ps:P54 wd:Q18656 ; pq:P580 ?start .
}",0.6666666666666666,SimpleQA/NQ_table_test_simple/00058.json
"How many tracks are on Jay-Z's 11th studio album, The blueprint 3",15,0,Different answer,"SELECT(COUNT(?track) AS ?count) WHERE {
  wd:Q1110592 wdt:P658 ?track
}",major,ComplexQA/CompMix_table_complex/00206.json
Who played the character of Sevika in Arcane?,Amirah Vann,"Caitlyn|Katie Leung|Katie Leung (lang:en)
Jayce|Kevin Alejandro|Kevin Alejandro (lang:en)
Jinx|Ella Purnell|Ella Purnell (lang:en)
Heimerdinger|Mick Wingert|Mick Wingert (lang:en)
Vi|Hailee Steinfeld|Hailee Steinfeld (lang:en)
Ekko|Miles Brown|Miles Brown (lang:en)
Viktor|Harry Lloyd|Harry Lloyd (lang:en)
Warwick|J. B. Blanc|J. B. Blanc (lang:en)
Singed|Brett Tucker|Brett Tucker (lang:en)",Higher accuracy in Table than in KG,"SELECT ?characterName ?actor ?actorLabel WHERE {
  wd:Q85518571 p:P725 ?statement .
  ?statement ps:P725 ?actor .
  ?statement pq:P453 ?characterName .
  OPTIONAL {
    ?actor rdfs:label ?actorLabel .
    FILTER(lang(?actorLabel) = 'en')
    .
  }
}",major,SimpleQA/CompMix_table_simple_qa/00119.json
On which date was the movie maqbool released in Toronto International Film Festival,10 September 2003,2003-01-30T00:00:00Z,Different answer,"SELECT ?date WHERE {
  wd:Q542866 wdt:P577 ?date
}",0.0,ComplexQA/CompMix_infobox_complex/00123.json
when did the movie princess bride come out,"September 25, 1987",1987-09-25T00:00:00Z|1988-10-13T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?release_date WHERE {
  wd:Q506418 wdt:P577 ?release_date .
}",0.6666666666666666,SimpleQA/NQ_table_test_simple/00893.json
How many tracks were on side two of The Police's debut album Outlandos d'Amour,5,"Roxanne
Can't Stand Losing You
Next to You
So Lonely",Different answer,"SELECT ?track WHERE {
  wd:Q862386 wdt:P658 ?track
}",major,ComplexQA/CompMix_table_complex/00110.json
Who played the role of Srikant Tiwari in The Family Man?,Manoj Bajpayee,"Ashish Warang|Ashish Warang (lang:en)
Ashlesha Thakur|Ashlesha Thakur (lang:en)
Zarin Shihab|Zarin Shihab (lang:en)
Manoj Bajpai|Manoj Bajpai (lang:en)
Sharib Hashmi|Sharib Hashmi (lang:en)
Neeraj Madhav|Neeraj Madhav (lang:en)
Pawan Chopra|Pawan Chopra (lang:en)
Priyamani|Priyamani (lang:en)
Shreya Dhanwanthary|Shreya Dhanwanthary (lang:en)
Sharad Kelkar|Sharad Kelkar (lang:en)",Different answer,"SELECT ?actor ?actorLabel WHERE {
  wd:Q85807149 wdt:P161 ?actor .
  ?actor rdfs:label ?actorLabel .
  FILTER(LANG(?actorLabel) = 'en')
}",major,SimpleQA/CompMix_table_simple_qa/00227.json
The location for Ray Moylette 's winning boxing match over Ivan Godor was first demolished to be replaced in its current form in what year,1909,2007,Different answer,"SELECT ?dissolutionYear WHERE {
  wd:Q11888530 wdt:P576 ?dissolution .
  BIND(YEAR(?dissolution) AS ?dissolutionYear)
}",0.0,ComplexQA/OTT_QA_dev_complex/00283.json
when does brooklyn nine nine season 5 episode 12,"March 18, 2018",2018-03-18T00:00:00Z|2019-09-26T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?releaseDate WHERE {
  ?episode rdfs:label ""Safe House"" @en ; wdt:P179 wd:Q13417244 ; wdt:P577 ?releaseDate .
}",0.6666666666666666,SimpleQA/NQ_table_test_simple/00518.json
How many unique drivers are listed across the main drivers table for the 2002 Formula One season and the practice drivers table for the 2003 Formula One season,29,0,Different answer,"SELECT(COUNT(DISTINCT ?driver) AS ?count) WHERE {
  {
    ?team2002 wdt:P1344 wd:Q69844 .
    ?team2002 wdt:P57 ?driver .
  } UNION {
    ?team2003 wdt:P1344 wd:Q69859 .
    ?team2003 p:P57 ?stmt .
    ?stmt ps:P57 ?driver .
    ?stmt pq:P3831 wd:Q104121 .
  }
}",major,ComplexQA/Sportsreason_TANQ_complex/00180.json
Who was a nuclear whistleblower ?,Karen Silkwood | Mordechai Vanunu | Arnold Gundersen | George Galatis | Rainer Moormann,Dusty Ellis|Dusty Ellis (lang:en),Different answer,"SELECT ?person ?personLabel WHERE {
  ?person wdt:P31 wd:Q5 .
  ?person schema:description ?desc .
  FILTER(LANG(?desc) = 'en')
  .
  FILTER(CONTAINS(LCASE(?desc) , 'nuclear whistleblower'))
  .
  ?person rdfs:label ?personLabel .
  FILTER(LANG(?personLabel) = 'en')
}",major,SimpleQA/Qampari_wikitables_simple/00023.json
The older artist whose song was played during the dance which resulted in elimination in week 7 of Strictly Come Dancing series 17 was born when,17 February 1991,1939,Different answer,"SELECT(YEAR(?birthDate) AS ?birthYear) WHERE {
  ?member wdt:P463 wd:Q218837 .
  ?member wdt:P569 ?birthDate .
}
ORDER BY ASC(?birthDate)
LIMIT 1",0.0,ComplexQA/OTT_QA_dev_complex/00215.json
when will the flash season 4 episode 17 come out,"April 10, 2018",2018-04-10T00:00:00Z|2018-08-23T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?date WHERE {
  wd:Q91805997 wdt:P577 ?date .
}",0.6666666666666666,SimpleQA/NQ_table_test_simple/00128.json
How many years passed between the first and last National League Championship Series featuring both the Los Angeles Dodgers and the Philadelphia Phillies,32,,Higher accuracy in Table than in KG,"SELECT((MAX(YEAR(?date)) - MIN(YEAR(?date))) AS ?difference) WHERE {
  {
    ?edition wdt:P1346 wd:Q334634 ; wdt:P1344 wd:Q650840 ; wdt:P585 ?date
  } UNION {
    ?edition wdt:P1346 wd:Q650840 ; wdt:P1344 wd:Q334634 ; wdt:P585 ?date
  }
}",major,ComplexQA/Sportsreason_TANQ_complex/00198.json
Who was an ōzeki ?,Tachihikari Denemon | Hitachiiwa Eitarō | Toyokuni Fukuma | Shimizugawa Motokichi | Kagamiiwa Zenshirō | Nayoroiwa Shizuo | Saganohana Katsumi | Shionoumi Unemon | Masuiyama Daishirō I | Mitsuneyama Keiji | Ōuchiyama Heikichi | Matsunobori Shigeo | Kotogahama Sadao | Wakahaguro Tomoaki | Kitabayama Hidetoshi | Tochihikari Masayuki | Yutakayama Katsuo | Kiyokuni Katsuo | Maenoyama Tarō | Daikirin Takayoshi | Takanohana Kenshi | Daiju Hisateru | Kaiketsu Masateru | Asahikuni Masuo | Masuiyama Daishirō II | Kotokaze Kōki | Wakashimazu Mutsuo | Asashio Tarō IV | [[Hokutenyū Katsuhiko]] | Konishiki Yasokichi | Kirishima Kazuhiro | Takanonami Sadahiro | Chiyotaikai Ryūji | Dejima Takeharu | Musōyama Masashi | Miyabiyama Tetsushi | Kaiō Hiroyuki | Tochiazuma Daisuke | Kotoōshū Katsunori | Kotomitsuki Keiji | Baruto Kaito | Kotoshōgiku Kazuhiro | Gōeidō Gōtarō | Takayasu Akira | Tochinoshin Tsuyoshi | Takakeishō Mitsunobu | Asanoyama Hideki | Shōdai Naoya,Aonishiki Arata|Aonishiki Arata (lang:en),Higher accuracy in Table than in KG,"SELECT ?athlete ?name WHERE {
  ?athlete wdt:P468 wd:Q2166602 .
  OPTIONAL {
    ?athlete rdfs:label ?name .
    FILTER(LANG(?name) = ""en"")
  }
}",major,SimpleQA/Qampari_wikitables_simple/00054.json
What is the Publication date of the second book of the novel series Little House on the Prairie,1 October 1993,1933-10-01T00:00:00Z,Different answer,"SELECT ?date WHERE {
  wd:Q5435715 wdt:P577 ?date .
}",0.0,ComplexQA/CompMix_infobox_complex/00011.json
who is the drummer for guns and roses,Frank Ferrer,Steven Adler|Matt Sorum|Frank Ferrer,Higher accuracy in KG than in Table,"SELECT ?drummer ?label WHERE {
  wd:Q11895 wdt:P527 ?drummer .
  ?drummer wdt:P106 wd:Q386854 .
  ?drummer rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}",0.6490265000189082,SimpleQA/NQ_table_test_simple/00559.json
How old was the New York University actor who played James Dalton in `` The Cooler `` at The Double Deuce when he died,57,P20846D,Different answer,"SELECT(?deathDate - ?birthDate AS ?age) WHERE {
  wd:Q49004 wdt:P569 ?birthDate .
  wd:Q49004 wdt:P570 ?deathDate
}",major,ComplexQA/OTT_QA_dev_complex/00384.json
Who was the head coach of the Charlotte Football Club?,Miguel Ángel Ramírez,Dean Smith|Dean Smith (lang:en),Different answer,"SELECT ?coach ?coachLabel WHERE {
  wd:Q78944434 wdt:P286 ?coach .
  ?coach rdfs:label ?coachLabel .
  FILTER(LANG(?coachLabel) = 'en')
}",major,SimpleQA/CompMix_table_simple_qa/00121.json
"What year was it on Earth in the last novel of The Chronicles of Narnia series, The Last Battle",1949,1956,Different answer,"SELECT ?year WHERE {
  wd:Q289130 wdt:P577 ?date .
  BIND(YEAR(?date) AS ?year)
}",0.0,ComplexQA/CompMix_table_complex/00016.json
who does the music for shimmer and shine,Joachim Svare | Joleen Belle | Melanie Fontana | Bobby Tahouri,Bobby Tahouri,Higher accuracy in Table than in KG,"SELECT ?composer WHERE {
  wd:Q20899576 wdt:P86 ?composer
}",0.6481309408975545,SimpleQA/NQ_table_test_simple/00547.json
In the 1998-1999 NBC Must See TV lineup which show directly preceded Will & Grace,Friends,Veronica's Closet|Veronica's Closet (lang:en),Different answer,"SELECT ?previousShow ?previousShowLabel WHERE {
  wd:Q928149 rdfs:label ?previousShowLabel .
  FILTER(LANG(?previousShowLabel) = ""en"")
  .
  BIND(wd:Q928149 AS ?previousShow)
}",major,ComplexQA/CompMix_table_complex/00068.json
Who was the head coach of the Inter Miami soccer club?,Phil Neville,Guillermo Ángel Hoyos,Different answer,"SELECT ?coach WHERE {
  wd:Q16844931 wdt:P286 ?coach
}",major,SimpleQA/CompMix_table_simple_qa/00216.json
What's the US release date for the second film in the Mad Max series,24 December 1981,1982-05-21T00:00:00Z,Different answer,"SELECT ?date WHERE {
  wd:Q1125262 p:P577 ?statement .
  ?statement ps:P577 ?date .
  ?statement pq:P291 wd:Q30 .
}",0.0,ComplexQA/CompMix_table_complex/00128.json
Who played character of Roohi in the movie Roohi?,Janhvi Kapoor,Varun Sharma|Manav Vij|Janhvi Kapoor|Sumit Gulati|Alexx O'Nell|Rajesh Jais|Rajkummar Rao|Sarita Joshi,Higher accuracy in KG than in Table,"SELECT ?actor ?label WHERE {
  wd:Q64768529 wdt:P161 ?actor .
  ?actor rdfs:label ?label .
  FILTER(LANG(?label) = 'en')
}",0.6350354350931506,SimpleQA/CompMix_table_simple_qa/00165.json
