Source_JSON,Record_Index,Question_ID,Convmix_Question_ID,Domain,Question,Gold_Answer,QA-Pairs,Entity_1,Entity_1_Label,Entity_2,Entity_2_Label,Connection_Path,Property_Number,Property_list,Qualifier_Number,Qualifier_list
CompMix_infobox.jsonl,97,1668,556-1,tvseries,Who is the executive producer of the tv series bones?,Hart Hanson,Q: Who is the executive producer of the tv series bones? | A: Hart Hanson,Q207803,Bones,Q570177,Hart Hanson,"Path1: Q207803->P1431->Q570177
Path2: Q207803->P170->Q570177",2,P1431;P170,,
CompMix_infobox.jsonl,98,3942,1336-1,tvseries,what is the genre of the tv series Hospital Playlist?,medical drama,Q: what is the genre of the tv series Hospital Playlist? | A: medical drama,Q83625648,Hospital Playlist,Q1786567,medical drama,Q83625648->P136->Q1786567,1,P136,,
CompMix_infobox.jsonl,99,2559,862-4,movies,Who wrote The Turning Point?,Arthur Laurents,Q: Who wrote The Turning Point? | A: Arthur Laurents,Q1966965,National Board of Review: Top Ten Films,Q710334,Arthur Laurents,,,,,
CompMix_infobox.jsonl,100,2831,963-0,movies,Director of the movie The Dark Knight?,Christopher Nolan,Q: Director of the movie The Dark Knight? | A: Christopher Nolan,Q163872,The Dark Knight,Q25191,Christopher Nolan,"Path1: Q163872->P162->Q25191
Path2: Q163872->P170->Q25191
Path3: Q163872->P57->Q25191
Path4: Q163872->P58->Q25191",4,P162;P170;P57;P58,,
CompMix_infobox.jsonl,101,2752,936-4,tvseries,Who is the spouse of Himanshu Soni?,Sheetal Singh,Q: Who is the spouse of Himanshu Soni? | A: Sheetal Singh,Q107649730,Himanshu Soni,Q18357765,Sheetal Singh,,,,,
CompMix_infobox.jsonl,102,1109,369-0,soccer,For which club team did N'Golo Kanté played first?,US Boulogne,Q: For which club team did N'Golo Kanté played first? | A: US Boulogne,Q16665941,N'Golo Kant\u00E9,Q309400,US Boulogne,Q16665941->P54->Q309400,1,P54,,
CompMix_infobox.jsonl,103,1908,636-1,tvseries,Who is the Composer of the tv series locke & key?,Torin Borrowdale,Q: Who is the Composer of the tv series locke & key? | A: Torin Borrowdale,Q56274745,Locke & Key,Q63243094,Torin Borrowdale,Q56274745->P86->Q63243094,1,P86,,
CompMix_infobox.jsonl,104,3734,1266-2,tvseries,Who is the original broadcaster of the Locke & Key television series?,Netflix,Q: Who is the original broadcaster of the Locke & Key television series? | A: Netflix,Q56274745,Locke & Key,Q907311,Netflix,"Path1: Q56274745->P449->Q907311
Path2: Q56274745->P750->Q907311",2,P449;P750,,
CompMix_infobox.jsonl,106,3217,1092-2,movies,What was the name of director who directed Fruitvale Station English Movie?,Ryan Coogler,Q: What was the name of director who directed Fruitvale Station English Movie? | A: Ryan Coogler,Q3788751,Fruitvale Station,Q7383978,Ryan Coogler,"Path1: Q3788751->P57->Q7383978
Path2: Q3788751->P58->Q7383978",2,P57;P58,,
CompMix_infobox.jsonl,107,3754,1273-0,movies,What is a Minari movie's genre?,drama,Q: What is a Minari movie's genre? | A: drama,Q65679599,Minari,Q130232,drama film,Q65679599->P136->Q130232,1,P136,,
CompMix_infobox.jsonl,108,3815,1294-0,music,Where is Louis Armstrong from?,New Orleans,Q: Where is Louis Armstrong from? | A: New Orleans,Q1779,Louis Armstrong,Q34404,New Orleans,Q1779->P19->Q34404,1,P19,,
CompMix_infobox.jsonl,111,39,12-3,movies,who is the screenwriter of Love and Monsters movie?,Matthew Robinson,Q: who is the screenwriter of Love and Monsters movie? | A: Matthew Robinson,Q62761126,Love and Monsters,Q16217458,Matthew Robinson,Q62761126->P58->Q16217458,1,P58,,
CompMix_infobox.jsonl,112,3748,1270-4,books,What is the origin city of Jane Eyre novel?,United Kingdom of Great Britain and Ireland,Q: What is the origin city of Jane Eyre novel? | A: United Kingdom of Great Britain and Ireland,Q182961,Jane Eyre,Q174193,United Kingdom of Great Britain and Ireland,Q182961->P495->Q174193,1,P495,,
CompMix_infobox.jsonl,117,4328,1466-0,tvseries,"Who was developed the series ""Dexter""?",James Manos Jr.,"Q: Who was developed the series ""Dexter""? | A: James Manos Jr.",Q23577,Dexter,Q1110157,"James Manos, Jr.",Q23577->P170->Q1110157,1,P170,,
CompMix_infobox.jsonl,121,1393,464-1,music,what is location of formation of the Ramones music?,Forest Hills,Q: what is location of formation of the Ramones music? | A: Forest Hills,Q483407,Ramones,Q1202211,Forest Hills,Q483407->P740->Q1202211,1,P740,,
CompMix_infobox.jsonl,122,645,214-4,music,Which was the first album of the band Coldplay?,Parachutes,Q: Which was the first album of the band Coldplay? | A: Parachutes,Q45188,Coldplay,Q131977,Parachutes,"Path1: Q131977->P162->Q45188
Path2: Q131977->P175->Q45188",2,P162;P175,,
CompMix_infobox.jsonl,123,581,194-0,music,Which instrument played by the Composer Ryuichi Sakamoto?,electronic keyboard,Q: Which instrument played by the Composer Ryuichi Sakamoto? | A: electronic keyboard,Q345494,Ryuichi Sakamoto,Q1343007,electronic keyboard,Q345494->P1303->Q1343007,1,P1303,,
CompMix_infobox.jsonl,124,477,158-3,soccer,Who was owner of the Chicago Fire Football Club?,Joe Mansueto,Q: Who was owner of the Chicago Fire Football Club? | A: Joe Mansueto,Q308683,Chicago Fire Soccer Club,Q6211110,Joe Mansueto,,,,,
CompMix_infobox.jsonl,126,1399,466-1,tvseries,what is genre of the Arrow TV series?,science fiction television series,Q: what is genre of the Arrow TV series? | A: science fiction television series,Q552314,Arrow,Q336059,science fiction television series,Q552314->P136->Q336059,1,P136,,
CompMix_infobox.jsonl,127,3832,1299-0,soccer,What is the full name of Ronaldinho?,Ronaldo de Assis Moreira,Q: What is the full name of Ronaldinho? | A: Ronaldo de Assis Moreira,Q39444,Ronaldinho,Q19819804,Ronaldo,Q39444->P735->Q19819804,1,P735,,
CompMix_infobox.jsonl,128,2381,794-3,music,The Beatless band originated from witch country?,United Kingdom,Q: The Beatless band originated from witch country? | A: United Kingdom,Q1299,The Beatles,Q145,United Kingdom,Q1299->P495->Q145,1,P495,,
CompMix_infobox.jsonl,129,2236,746-0,tvseries,Who is the creator of the TV series The Family Man?,Raj Nidimoru and Krishna D.K.,Q: Who is the creator of the TV series The Family Man? | A: Raj Nidimoru and Krishna D.K.,Q85807149,The Family Man,Q7285337,Raj Nidimoru and Krishna D.K.,Q85807149->P162->Q7285337,1,P162,,
CompMix_infobox.jsonl,130,2326,776-1,tvseries,Stranger Things was released in?,Netflix,Q: Stranger Things was released in? | A: Netflix,Q19798734,Stranger Things,Q28678769,"Stranger Things, season 1",Q19798734->P527->Q28678769,1,P527,,
CompMix_infobox.jsonl,131,4236,1434-4,music,What school district was it part of?,Waco Independent School District,Q: What school district was it part of? | A: Waco Independent School District,Q4647211,A.J. Moore Academy,Q7958851,Waco Independent School District,Q4647211->P5353->Q7958851,1,P5353,,
CompMix_infobox.jsonl,132,3329,1130-3,books,"What is a ""Don Quixote"" novel's genre?",chivalric romance,"Q: What is a ""Don Quixote"" novel's genre? | A: chivalric romance",Q480,Don Quixote,Q1159457,chivalric romance,Q480->P136->Q1159457,1,P136,,
CompMix_infobox.jsonl,133,2733,930-3,books,In which city was Gregory W. Brown born?,"Exeter, New Hampshire","Q: In which city was Gregory W. Brown born? | A: Exeter, New Hampshire",Q41749523,Gregory W. Brown,Q990504,Exeter,Q41749523->P69->Q1426464->P131->Q990504,2,P69;P131,,
CompMix_infobox.jsonl,134,4033,1366-2,tvseries,who is the screenwriter of Lucifer series?,Tom Kapinos,Q: who is the screenwriter of Lucifer series? | A: Tom Kapinos,Q19520525,Lucifer,Q541899,Tom Kapinos,"Path1: Q19520525->P170->Q541899
Path2: Q19520525->P58->Q541899",2,P170;P58,,
CompMix_infobox.jsonl,135,4525,1532-2,movies,Who wrote the music for The Goodbye Girl?,John Frizzell,Q: Who wrote the music for The Goodbye Girl? | A: John Frizzell,Q679746,The Goodbye Girl,Q331664,John Frizzell,,,,,
CompMix_infobox.jsonl,136,1098,366-0,tvseries,who is the actor played as Sheldon Sampson/The Utopian in Tv series Jupiter's Legacy?,Josh Duhamel,Q: who is the actor played as Sheldon Sampson/The Utopian in Tv series Jupiter's Legacy? | A: Josh Duhamel,Q65120863,Jupiter's Legacy,Q19794,Josh Duhamel,Q65120863->P161->Q19794,1,P161,,
CompMix_infobox.jsonl,138,1548,516-1,tvseries,what is the genre of the TV show The Tunnel?,"drama television series,LGBTI+ related TV series","Q: what is the genre of the TV show The Tunnel? | A: drama television series,LGBTI+ related TV series",Q15104549,The Tunnel,Q85133165,LGBTI+ related TV series,Q15104549->P136->Q85133165,1,P136,,
CompMix_infobox.jsonl,139,340,112-4,movies,who distributes the flim tom and jerry?,Warner Bros. Pictures,Q: who distributes the flim tom and jerry? | A: Warner Bros. Pictures,Q65921361,Tom & Jerry,Q8016302,Warner Bros. Pictures,Q65921361->P750->Q8016302,1,P750,,
CompMix_infobox.jsonl,142,2241,747-0,tvseries,TV series The Family Man created by?,Raj Nidimoru and Krishna D.K.,Q: TV series The Family Man created by? | A: Raj Nidimoru and Krishna D.K.,Q85807149,The Family Man,Q7285337,Raj Nidimoru and Krishna D.K.,Q85807149->P162->Q7285337,1,P162,,
CompMix_infobox.jsonl,143,2789,949-0,soccer,Which nation's team did the soccer player Pelé play for?,Brazil,Q: Which nation's team did the soccer player Pelé play for? | A: Brazil,Q12897,Pel\u00E9,Q155,Brazil,"Path1: Q12897->P1532->Q155
Path2: Q12897->P27->Q155",2,P1532;P27,,
CompMix_infobox.jsonl,145,2445,816-1,tvseries,Who composed the Star Trek: Voyager theme song?,Jerry Goldsmith,Q: Who composed the Star Trek: Voyager theme song? | A: Jerry Goldsmith,Q156329,Star Trek: Voyager,Q235077,Jerry Goldsmith,Q156329->P86->Q235077,1,P86,,
CompMix_infobox.jsonl,146,713,238-0,soccer,Which club team did Kevin De Bruyne represent currently?,Manchester City F.C.,Q: Which club team did Kevin De Bruyne represent currently? | A: Manchester City F.C.,Q357984,Kevin De Bruyne,Q50602,Manchester City F.C.,Q357984->P54->Q50602,1,P54,,
CompMix_infobox.jsonl,148,4649,1574-1,music,Which is the origin place of the band U2?,Dublin,Q: Which is the origin place of the band U2? | A: Dublin,Q396,U2,Q1761,Dublin,Q396->P740->Q1761,1,P740,,
CompMix_infobox.jsonl,149,2989,1016-2,tvseries,who is the creator of Emily in Paris ?,Darren Star,Q: who is the creator of Emily in Paris ? | A: Darren Star,Q64584978,Emily in Paris,Q452063,Darren Star,Q64584978->P170->Q452063,1,P170,,
CompMix_infobox.jsonl,150,4281,1450-1,books,Who wrote the book Untouchable?,Mulk Raj Anand,Q: Who wrote the book Untouchable? | A: Mulk Raj Anand,Q3641802,Untouchable,Q732434,Mulk Raj Anand,Q3641802->P50->Q732434,1,P50,,
CompMix_infobox.jsonl,151,4645,1572-3,movies,Who is the director of the The Hobbit: The Desolation of Smaug?,Peter Jackson,Q: Who is the director of the The Hobbit: The Desolation of Smaug? | A: Peter Jackson,Q719915,The Desolation of Smaug,Q4465,Peter Jackson,"Path1: Q719915->P161->Q4465
Path2: Q719915->P162->Q4465
Path3: Q719915->P170->Q4465
Path4: Q719915->P57->Q4465
Path5: Q719915->P58->Q4465",5,P161;P162;P170;P57;P58,,
CompMix_infobox.jsonl,153,601,200-2,books,"What is a ""The Great Gatsby"" novel's genre?",tragedy,"Q: What is a ""The Great Gatsby"" novel's genre? | A: tragedy",Q214371,The Great Gatsby,Q80930,tragedy,Q214371->P136->Q80930,1,P136,,
CompMix_infobox.jsonl,155,3632,1232-2,movies,Who played the voice actor for Batman in the movie Batman: Death in the Family?,Bruce Greenwood,Q: Who played the voice actor for Batman in the movie Batman: Death in the Family? | A: Bruce Greenwood,Q98537283,Batman: Death in the Family,Q342788,Bruce Greenwood,Q98537283->P725->Q342788,1,P725,,
CompMix_infobox.jsonl,157,3254,1104-3,music,Who is the founder of the Mehboob Studio?,Mehboob Khan,Q: Who is the founder of the Mehboob Studio? | A: Mehboob Khan,Q15252736,Mehboob Studio,Q55409,Mehboob Khan,"Path1: Q15252736->P112->Q55409
Path2: Q15252736->P127->Q55409",2,P112;P127,,
CompMix_infobox.jsonl,158,3976,1347-0,tvseries,genre the TV series Person of Interest?,Crime fiction,Q: genre the TV series Person of Interest? | A: Crime fiction,Q564345,Person of Interest,Q5937792,Crime fiction,Q564345->P136->Q9335577->P279->Q5937792,2,P136;P279,,
CompMix_infobox.jsonl,162,2426,810-0,books,Who published The Bluest Eye?,"Holt, Rinehart and Winston","Q: Who published The Bluest Eye? | A: Holt, Rinehart and Winston",Q1069956,The Bluest Eye,Q21809817,"Holt, Rinehart, and Winston",Q1069956->P747->Q125910691->P123->Q21809817,2,P747;P123,,
CompMix_infobox.jsonl,168,303,100-3,books,Who director of Shawshank Redemption?,Frank Darabont,Q: Who director of Shawshank Redemption? | A: Frank Darabont,Q172241,The Shawshank Redemption,Q295445,Frank Darabont,"Path1: Q172241->P57->Q295445
Path2: Q172241->P58->Q295445",2,P57;P58,,
CompMix_infobox.jsonl,169,2373,792-0,movies,who is the perfomer in avatar?,James Horner,Q: who is the perfomer in avatar? | A: James Horner,Q24871,Avatar,Q106221,James Horner,Q24871->P86->Q106221,1,P86,,
CompMix_infobox.jsonl,170,2285,762-2,movies,How much was The Girl with the Dragon Tattoo's box office?,$239.3 million,Q: How much was The Girl with the Dragon Tattoo's box office? | A: $239.3 million,Q17437798,good article,Q474093,The Girl with the Dragon Tattoo,,,,,
CompMix_infobox.jsonl,171,915,304-4,music,Where did Composer Ennio Morricone born on?,Rome,Q: Where did Composer Ennio Morricone born on? | A: Rome,Q23848,Ennio Morricone,Q220,Rome,"Path1: Q23848->P19->Q220
Path2: Q23848->P20->Q220
Path3: Q23848->P551->Q220
Path4: Q23848->P937->Q220",4,P19;P20;P551;P937,,
CompMix_infobox.jsonl,172,2207,736-0,tvseries,What is the country of origin of the TV series Coupling?,United Kingdom,Q: What is the country of origin of the TV series Coupling? | A: United Kingdom,Q1137587,Coupling,Q145,United Kingdom,Q1137587->P495->Q145,1,P495,,
CompMix_infobox.jsonl,173,759,252-4,movies,What countries is Mel Gibson a citizen of?,United States;Ireland,Q: What countries is Mel Gibson a citizen of? | A: United States;Ireland,Q42229,Mel Gibson,Q30,United States of America,"Path1: Q42229->P27->Q30
Path2: Q42229->P937->Q30",2,P27;P937,,
CompMix_infobox.jsonl,173,759,252-4,movies,What countries is Mel Gibson a citizen of?,United States;Ireland,Q: What countries is Mel Gibson a citizen of? | A: United States;Ireland,Q42229,Mel Gibson,Q27,Republic of Ireland,Q42229->P27->Q27,1,P27,,
CompMix_infobox.jsonl,175,4755,1610-0,books,Who wrote the novel Exodus?,Leon Uris,Q: Who wrote the novel Exodus? | A: Leon Uris,Q1384109,Exodus,Q269129,Leon Uris,Q1384109->P50->Q269129,1,P50,,
CompMix_infobox.jsonl,176,2510,838-0,soccer,What team won the gold medal for soccer in the men's division in the 2020 Summer Olympics?,Brazil,Q: What team won the gold medal for soccer in the men's division in the 2020 Summer Olympics? | A: Brazil,Q61056311,football at the 2020 Summer Olympics \u2013 men's tournament,Q899189,Brazil Olympic football team,,,,,
CompMix_infobox.jsonl,177,144,48-0,soccer,Who's the head coach of Real Madrid?,Carlo Ancelotti,Q: Who's the head coach of Real Madrid? | A: Carlo Ancelotti,Q8682,Real Madrid C.F.,Q174614,Carlo Ancelotti,Q8682->P286->Q174614,1,P286,,
CompMix_infobox.jsonl,179,1469,490-0,books,Who wrote The Hunger Games?,Suzanne Collins,Q: Who wrote The Hunger Games? | A: Suzanne Collins,Q11678,The Hunger Games,Q228624,Suzanne Collins,Q11678->P50->Q228624,1,P50,,
CompMix_infobox.jsonl,180,1276,424-4,music,Who is the owner of Metacritci?,Red Ventures,Q: Who is the owner of Metacritci? | A: Red Ventures,Q150248,Metacritic,Q7305191,Red Ventures,,,,,
CompMix_infobox.jsonl,181,263,87-0,tvseries,Who directed the TV series Dark?,Baran bo Odar,Q: Who directed the TV series Dark? | A: Baran bo Odar,Q28443710,Dark,Q2883803,Baran bo Odar,"Path1: Q28443710->P162->Q2883803
Path2: Q28443710->P170->Q2883803
Path3: Q28443710->P57->Q2883803",3,P162;P170;P57,,
CompMix_infobox.jsonl,182,589,196-2,tvseries,Who broadcast the tv series Hanna?,Amazon Prime Video,Q: Who broadcast the tv series Hanna? | A: Amazon Prime Video,Q4740856,Amazon Prime Video,Q48102683,Hanna,"Path1: Q48102683->P449->Q4740856
Path2: Q48102683->P750->Q4740856",2,P449;P750,,
CompMix_infobox.jsonl,185,2461,821-0,books,"Author of ""It"" novel?",Stephen King,"Q: Author of ""It"" novel? | A: Stephen King",Q602288,It,Q39829,Stephen King,Q602288->P50->Q39829,1,P50,,
CompMix_infobox.jsonl,186,4070,1378-4,soccer,which is the country for sport in Karim Benzema?,France,Q: which is the country for sport in Karim Benzema? | A: France,Q1912,Karim Benzema,Q142,France,"Path1: Q1912->P1532->Q142
Path2: Q1912->P27->Q142",2,P1532;P27,,
CompMix_infobox.jsonl,187,3750,1272-1,movies,What is the name of the Minari film director?,Lee Isaac Chung,Q: What is the name of the Minari film director? | A: Lee Isaac Chung,Q65679599,Minari,Q6514075,Lee Isaac Chung,"Path1: Q65679599->P57->Q6514075
Path2: Q65679599->P58->Q6514075",2,P57;P58,,
CompMix_infobox.jsonl,188,4312,1460-2,books,"What was media type of the book ""Under the Volcano""?",Print,"Q: What was media type of the book ""Under the Volcano""? | A: Print",Q1570020,Under the Volcano,Q59520170,Print,,,,,
CompMix_infobox.jsonl,189,4530,1534-1,music,Where was Michael Jackson born?,"Gary, Indiana","Q: Where was Michael Jackson born? | A: Gary, Indiana",Q2831,Michael Jackson,Q184116,Gary,Q2831->P19->Q184116,1,P19,,
CompMix_infobox.jsonl,192,149,49-0,soccer,What's the name of Real Madrid's head coach?,Carlo Ancelotti,Q: What's the name of Real Madrid's head coach? | A: Carlo Ancelotti,Q8682,Real Madrid C.F.,Q174614,Carlo Ancelotti,Q8682->P286->Q174614,1,P286,,
CompMix_infobox.jsonl,193,1477,492-2,movies,Who wrote the music for Ordinary People?,Marvin Hamlisch,Q: Who wrote the music for Ordinary People? | A: Marvin Hamlisch,Q503313,Ordinary People,Q337206,Marvin Hamlisch,Q503313->P86->Q337206,1,P86,,
CompMix_infobox.jsonl,194,3236,1098-3,soccer,where is the HQ of Manchester United F.C. located?,England,Q: where is the HQ of Manchester United F.C. located? | A: England,Q18656,Manchester United F.C.,Q21,England,"Path1: Q18656->P115->Q83457->P131->Q21
Path2: Q18656->P118->Q9448->P2541->Q21
Path3: Q18656->P17->Q145->P150->Q21
Path4: Q18656->P1830->Q83457->P131->Q21
Path5: Q18656->P286->Q29566->P1532->Q21
Path6: Q18656->P3279->Q266613->P1532->Q21",10,P115;P131;P118;P2541;P17;P150;P1830;P286;P1532;P3279,,
CompMix_infobox.jsonl,196,3556,1206-3,tvseries,"What was the original network of the series ""House of Cards""?",Netflix,"Q: What was the original network of the series ""House of Cards""? | A: Netflix",Q3330940,House of Cards,Q63523678,Netflix,,,,,
CompMix_infobox.jsonl,197,1164,388-0,soccer,Who won the 2018 FIFA World Cup?,France national football team,Q: Who won the 2018 FIFA World Cup? | A: France national football team,Q170645,2018 FIFA World Cup,Q47774,France national association football team,Q170645->P1346->Q47774,1,P1346,,
CompMix_infobox.jsonl,199,567,188-4,soccer,Who is the head coach of the Germany national football team?,Hansi Flick,Q: Who is the head coach of the Germany national football team? | A: Hansi Flick,Q43310,Germany national association football team,Q577384,Hansi Flick,Q43310->P286->Q577384,1,P286,,
CompMix_infobox.jsonl,200,3438,1166-4,tvseries,What city is its headquarters located in?,"New York, NY","Q: What city is its headquarters located in? | A: New York, NY",Q76846862,ViacomCBS,Q60,New York City,Q76846862->P159->Q60,1,P159,,
