question,gold_answer,KG answer,taxonomy_label,method,source
What is the name of the person who hosts Survivor in the US,Jeff Probst,Jeff Probst|Jeff Probst (lang:en),Same,Simple heuristics,CompMix_infobox
what is the creator name of Trailer Park Boys series?,Mike Clattenburg,Mike Clattenburg|Mike Clattenburg (lang:en),Same,Simple heuristics,CompMix_table
What is the name of the renowned singer who was part of the bands Aerosmith and Chain Reaction,Steven Tyler,Steven Tyler|Steven Tyler (lang:en),Same,Simple heuristics,CompMix_infobox
"Who played Uncle Phil on the ""Fresh Prince of Bel-Air?""",James Avery,James Avery|James Avery (lang:en),Same,Simple heuristics,CompMix_table
"Who won the best cinematography award in British Academy Film Awards for""Blade Runner""?",Jordan Cronenweth,Jordan Cronenweth|Jordan Cronenweth (lang:en),Same,Simple heuristics,CompMix_table
What has the home venue of the Kansas City Wizards been from 2011 to the present,Children's Mercy Park,Children's Mercy Park|Children's Mercy Park (lang:en),Same,Simple heuristics,CompMix_table
Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace,Finis Valorum,Finis Valorum|Finis Valorum (lang:en),Same,Simple heuristics,CompMix_table
Who is the composer of the movie Spide man part 1?,Danny Elfman,Danny Elfman|Danny Elfman (lang:en),Same,Simple heuristics,CompMix_table
"Who won the best director award in Saturn award for""Jurassic Park""?",Steven Spielberg,Steven Spielberg|Steven Spielberg (lang:en),Same,Simple heuristics,CompMix_table
What is the name of the actress who won the Academy Award in 2014 instead of Sandra Bullock,Cate Blanchett,Cate Blanchett|Cate Blanchett (lang:en),Same,Simple heuristics,CompMix_table
Who acted as a spider man in the movie spider man from 2002-2007,Tobey Maguire,Tobey Maguire|Tobey Maguire (lang:en),Same,Simple heuristics,CompMix_table
What number of years later was the sequel of The Bourne Identity released,2,"2
2
2
2
2
...
2
2
2
2
2",Same,Simple heuristics,CompMix_table
who sings the theme song for living single,Queen Latifah,"Queen Latifah|Queen Latifah (lang:en)
Queen Latifah|Queen Latifah (lang:en)",Same,Simple heuristics,NQ_table
What is the name of the producer of the movie The Devil Wears Prada,Wendy Finerman,Wendy Finerman|Wendy Finerman (lang:en),Same,Simple heuristics,CompMix_infobox
who won the oscar for best actor in 1975,Art Carney,Art Carney|Art Carney (lang:en),Same,Simple heuristics,NQ_table
who starred in the tv show even stevens,Shia LaBeouf | Christy Carlson Romano | Nick Spano | Tom Virtue | Donna Pescow,"Shia LaBeouf|Shia LaBeouf (lang:en)
Tom Virtue|Tom Virtue (lang:en)
Nick Spano|Nick Spano (lang:en)
Christy Carlson Romano|Christy Carlson Romano (lang:en)
Donna Pescow|Donna Pescow (lang:en)",Same,Simple heuristics,NQ_table
What is the name of the model who won the first cycle of America's Next Top Model,Adrianne Curry,Adrianne Curry|Adrianne Curry (lang:en),Same,Simple heuristics,CompMix_table
What novel was awarded the Pulitzer Prize for Fiction in 2017,The Underground Railroad,The Underground Railroad|The Underground Railroad (lang:en),Same,Simple heuristics,CompMix_table
Which series had Hugh Bonneville as the The Earl of Grantham?,Downton Abbey,Downton Abbey|Downton Abbey (lang:en),Same,Simple heuristics,CompMix_table
Actor Behind Joseph Cooper in Interstellar?,Matthew McConaughey,Matthew McConaughey|Matthew McConaughey (lang:en),Same,Simple heuristics,CompMix_table
What is the name of the chef that won the Master Chef Australia season twelve,Emelia Jackson,Emelia Jackson|Emelia Jackson (lang:en),Same,Simple heuristics,CompMix_table
What is Stadio Artemio Franchi's home team?,ACF Fiorentina,ACF Fiorentina|ACF Fiorentina (lang:en),Same,Simple heuristics,CompMix_table
What is the name of the first novel of Percy Jackson and the Olympians,The Lightning Thief,The Lightning Thief|The Lightning Thief (lang:en),Same,Simple heuristics,CompMix_infobox
What is the name of the presenter who hosted most of the TV show America's Next Top Model,Tyra Banks,Tyra Banks|Tyra Banks (lang:en),Same,Simple heuristics,CompMix_infobox
What are the existing deep fields ?,Hubble Deep Field | Hubble Deep Field South | Chandra Deep Field South | Hubble Ultra-Deep Field | Hubble Ultra-Deep Field (UV/VIS/NIR) | Hubble Legacy Field,"Hubble Deep Field South|Hubble Deep Field South (lang:en)
Chandra Deep Field South|Chandra Deep Field South (lang:en)
Hubble Ultra-Deep Field|Hubble Ultra-Deep Field (lang:en)
Hubble Legacy Field|Hubble Legacy Field (lang:en)
Chandra Deep Field North|Chandra Deep Field North (lang:en)
Hubble Deep Field|Hubble Deep Field (lang:en)",Same,Simple heuristics,Qampari_wikitables
who is doing 2018 super bowl half time show,Justin Timberlake,Justin Timberlake|Justin Timberlake (lang:en),Same,Simple heuristics,NQ_table
who is playing halftime show super bowl 2018,Justin Timberlake,Justin Timberlake|Justin Timberlake (lang:en),Same,Simple heuristics,NQ_table
What is the name of the captain of the Croatia national association football team,Luka Modrić,Luka Modrić|Luka Modrić (lang:en),Same,Simple heuristics,CompMix_infobox
In which city is Millennium Stadium located?,Cardiff,Cardiff|Cardiff (lang:en),Same,Simple heuristics,CompMix_table
What is the name of the movie released in 2004 did the singer Chris Martin appear in,Shaun of the Dead,"Shaun of the Dead|Shaun of the Dead (lang:en)
Shaun of the Dead|Shaun of the Dead (lang:en)",Same,Simple heuristics,CompMix_table
"Who is the director of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,Andrew Adamson|Andrew Adamson (lang:en),Same,Simple heuristics,CompMix_table
who does the voice of alistair in dragon age,Steve Valentine,Steve Valentine|Steve Valentine (lang:en),Same,Simple heuristics,NQ_table
Which actress plays Veronica Vaughn in Billy Madison?,Bridgette Wilson,Bridgette Wilson|Bridgette Wilson (lang:en),Same,Simple heuristics,CompMix_table
who sing say you won't let go,James Arthur,James Arthur|James Arthur (lang:en),Same,Simple heuristics,NQ_table
What is the genre of the tv series On the Wings of Love,romantic comedy,romantic comedy|romantic comedy (lang:en),Same,Simple heuristics,CompMix_infobox
who won season 16 on dancing with the stars,Kellie Pickler | Derek Hough,"Derek Hough|Derek Hough (lang:en)
Kellie Pickler|Kellie Pickler (lang:en)",Same,Simple heuristics,NQ_table
What is the name of the creator of the series Six Feet Under,Alan Ball,Alan Ball|Alan Ball (lang:en),Same,Simple heuristics,CompMix_infobox
who sang the original scooby doo theme song,Larry Marks,Larry Marks|Larry Marks (lang:en),Same,Simple heuristics,NQ_table
who plays yoda in revenge of the sith,Frank Oz,Frank Oz|Frank Oz (lang:en),Same,Simple heuristics,NQ_table
perth is the capital of which australian state,Western Australia,Western Australia|Western Australia (lang:en),Same,Simple heuristics,NQ_table
Who was the Manager of St Johnstone F.C. when they won the 2014 Scottish Cup,Tommy Wright,Tommy Wright|Tommy Wright (lang:en),Same,Simple heuristics,CompMix_table
Who was the first winner of the first season of the TV series Survivor,Richard Hatch,Richard Hatch|Richard Hatch (lang:en),Same,Simple heuristics,CompMix_table
Which football player was awarded FIFA world player of the year in 1999,Rivaldo,Rivaldo|Rivaldo (lang:en),Same,Simple heuristics,CompMix_table
What's the name of the first book in the Wheel of Time series,The Eye of the World,The Eye of the World|The Eye of the World (lang:en),Same,Simple heuristics,CompMix_table
"Who in the movie The Lord of the Rings, was the music produced by",Howard Shore,Howard Shore|Howard Shore (lang:en),Same,Simple heuristics,CompMix_infobox
What is the name of the actor who played the lead character role in the Bourne series,Matt Damon,Matt Damon|Matt Damon (lang:en),Same,Simple heuristics,CompMix_infobox
Which P. G. Wodehouse novel was first published in the year 1902,The Pothunters,The Pothunters|The Pothunters (lang:en),Same,Simple heuristics,CompMix_table
What is the name of the film directed and written by John Hughes in the year 1984,Sixteen Candles,"Sixteen Candles|Sixteen Candles (lang:en)
Sixteen Candles|Sixteen Candles (lang:en)",Same,Simple heuristics,CompMix_table
Which grammy award did Diano Ross get?,Grammy Lifetime Achievement Award,Grammy Lifetime Achievement Award|Grammy Lifetime Achievement Award (lang:en),Same,Simple heuristics,CompMix_table
What is the name of the actor playing the character of Bill Compton in the TV series True Blood?,Stephen Moyer,Stephen Moyer|Stephen Moyer (lang:en),Same,Simple heuristics,CompMix_table
Which is the second book of the novel series Little House on the Prairie,Farmer Boy,Farmer Boy|Farmer Boy (lang:en),Same,Simple heuristics,CompMix_table
"In which 1995 action thriller movie did Antonio Banderas play an assassin, Miguel Bain",Assassins,"Assassins|Assassins (lang:en)
Assassins|Assassins (lang:en)",Same,Simple heuristics,CompMix_table
what is the longest english word in the dictionary,Pneumonoultramicroscopicsilicovolcanoconiosis,pneumonoultramicroscopicsilicovolcanoconiosis (lang:en),Same,Simple heuristics,NQ_table
What is the basis for the book unexpected journey?,The Hobbit,The Hobbit|The Hobbit (lang:en),Same,Simple heuristics,CompMix_table
What book was the final one in the Little Women series?,Jo's Boys,Jo's Boys|Jo's Boys (lang:en),Same,Simple heuristics,CompMix_table
What was the first TV show Tom Welling appeared on after Smallville,Lucifer,Lucifer|Lucifer (lang:en),Same,Simple heuristics,CompMix_table
What is the award nominated for the tv series wizards of waverly place in year 2008,Directors Guild of America Award for Outstanding Directing – Children's Programs,Directors Guild of America Award for Outstanding Directing – Children's Programs (lang:en),Same,Simple heuristics,CompMix_table
"In what language was the book, In Search of Lost Time first written",French,French|French (lang:en),Same,Simple heuristics,CompMix_infobox
what is main subject of the book Great Expectations?,orphan,orphan|orphan (lang:en),Same,Simple heuristics,CompMix_table
What is the name of the album by The Police that won a Grammy award as well as a Juno award?,Synchronicity,Synchronicity|Synchronicity (lang:en),Same,Simple heuristics,CompMix_table
What was the name of English Singer who performed in Toosie Slide?,Drake,Drake|Drake (lang:en),Same,Simple heuristics,CompMix_table
"What genre does The Long Way to a Small, Angry Planet belong to",Science fiction,science fiction|science fiction (lang:en),Same,Simple heuristics,CompMix_infobox
What album was the Blue Oyster Cult song Godzilla on?,Spectres,Spectres|Spectres (lang:en),Same,Simple heuristics,CompMix_table
in which award won the best song of MTV Europe music awards in 2021,Bad Habits,Bad Habits|Bad Habits (lang:en),Same,Simple heuristics,CompMix_table
What award did The Turning Point get?,National Board of Review: Top Ten Films,"National Board of Review Award for Best Film|National Board of Review Award for Best Film (lang:en)
National Board of Review: Top Ten Films|National Board of Review: Top Ten Films (lang:en)",Same,Simple heuristics,CompMix_table
what is the third book in the lunar chronicles,Cress,Cress|Cress (lang:en),Same,Simple heuristics,NQ_table
Who composed the music for the opening theme of the tv series The X-Files,Mark Snow,Mark Snow|Mark Snow (lang:en),Same,Simple heuristics,CompMix_infobox
Which RoboCop original trilogy movies featured Peter Weller as Robocop?,RoboCop;RoboCop 2,"RoboCop|RoboCop (lang:en)
RoboCop 2|RoboCop 2 (lang:en)",Same,Simple heuristics,CompMix_table
where did they film the game of thrones,Canada | Croatia | Iceland | Malta | Morocco | Spain | Northern Ireland | Scotland | United States,"Morocco|Morocco (lang:en)
United Kingdom|United Kingdom (lang:en)
Canada|Canada (lang:en)
Iceland|Iceland (lang:en)
Scotland|Scotland (lang:en)
Croatia|Croatia (lang:en)
Malta|Malta (lang:en)
Northern Ireland|Northern Ireland (lang:en)
Spain|Spain (lang:en)
United States|United States (lang:en)",Same,Simple heuristics,NQ_table
the fresh prince of bel air season 3 episode 11,A Funny Thing Happened on the Way to the Forum,A Funny Thing Happened on the Way to the Forum|A Funny Thing Happened on the Way to the Forum (lang:en),Same,Simple heuristics,NQ_table
who wrote the phantom of the opera music,Andrew Lloyd Webber,Andrew Lloyd Webber (lang:en),Same,Simple heuristics,NQ_table
where is the world cup being held 2018,Russia,Russia|Russia (lang:en),Same,Simple heuristics,NQ_table
Which fighting video game franchise developed by Midway Games was adapted into a live action movie in 1995,Mortal Kombat,"Mortal Kombat|Mortal Kombat (lang:en)
Mortal Kombat|Mortal Kombat (lang:en)
Mortal Kombat|Mortal Kombat (lang:en)
Mortal Kombat|Mortal Kombat (lang:en)
Mortal Kombat|Mortal Kombat (lang:en)
...|...
Mortal Kombat|Mortal Kombat (lang:en)
Mortal Kombat|Mortal Kombat (lang:en)
Mortal Kombat|Mortal Kombat (lang:en)
Mortal Kombat|Mortal Kombat (lang:en)
Mortal Kombat|Mortal Kombat (lang:en)",Same,Simple heuristics,CompMix_infobox
who carried florida by 537 votes in 2000,George W. Bush,George W. Bush|George W. Bush (lang:en),Same,Simple heuristics,NQ_table
who starred in the movie on golden pond,Katharine Hepburn | Henry Fonda | Jane Fonda | Doug McKeon | Dabney Coleman | William Lanteau,"William Lanteau|William Lanteau (lang:en)
Henry Fonda|Henry Fonda (lang:en)
Doug McKeon|Doug McKeon (lang:en)
Jane Fonda|Jane Fonda (lang:en)
Dabney Coleman|Dabney Coleman (lang:en)
Katharine Hepburn|Katharine Hepburn (lang:en)
Troy Garity|Troy Garity (lang:en)",Same,Simple heuristics,NQ_table
